price,owners
0.79,10000
5.19,10000
11.39,10000
15.49,10000
7.19,10000
0.0,10000
1.69,10000
9.29,10000
3.14,10000
3.99,75000
22.49,75000
0.79,10000
0.79,10000
4.79,10000
5.79,10000
2.89,10000
2.89,10000
0.0,10000
5.95,10000
0.79,10000
1.69,10000
0.0,75000
11.39,10000
0.79,10000
0.79,10000
2.99,10000
2.09,10000
3.99,10000
0.0,10000
15.49,10000
0.79,10000
9.99,10000
15.99,10000
2.89,10000
15.49,75000
7.19,10000
2.89,10000
5.19,10000
7.19,10000
0.79,10000
5.79,10000
1.69,10000
0.79,10000
1.69,10000
11.39,10000
7.19,10000
2.09,10000
2.09,10000
1.69,10000
0.0,10000
0.0,35000
3.99,10000
1.99,10000
1.69,10000
39.99,350000
2.89,10000
2.89,10000
2.89,10000
4.79,10000
0.0,10000
0.79,10000
0.79,10000
7.19,10000
6.99,10000
1.69,10000
11.39,10000
2.89,10000
7.19,10000
0.0,10000
3.99,10000
0.0,35000
0.0,10000
7.19,10000
7.19,10000
2.09,10000
2.89,35000
0.79,10000
13.99,10000
0.79,10000
11.39,10000
0.0,75000
8.0,10000
5.19,10000
23.79,10000
3.99,10000
0.79,10000
0.79,10000
0.0,75000
3.99,10000
0.0,10000
2.09,10000
1.99,10000
0.99,10000
2.99,10000
0.99,10000
1.99,10000
2.09,10000
5.19,10000
1.69,10000
3.99,10000
4.79,10000
7.19,10000
7.19,10000
3.99,10000
23.99,10000
5.99,10000
6.19,10000
19.49,10000
0.0,10000
7.19,10000
2.99,10000
4.79,10000
3.99,10000
0.79,10000
3.19,35000
5.79,10000
11.39,35000
0.79,10000
7.19,10000
2.89,10000
10.29,35000
1.69,10000
1.99,10000
0.79,10000
0.79,10000
2.89,10000
3.99,10000
0.79,10000
0.79,10000
2.69,10000
3.99,10000
0.0,10000
2.09,10000
2.09,10000
0.0,10000
6.19,10000
9.29,10000
7.19,10000
1.69,10000
7.19,10000
1.69,10000
2.89,10000
4.79,10000
3.99,10000
2.89,10000
5.19,10000
0.79,35000
5.19,10000
2.89,10000
0.79,10000
1.69,10000
2.49,10000
3.99,10000
15.49,35000
8.99,10000
0.79,10000
2.09,10000
9.99,10000
0.79,10000
4.79,10000
3.99,10000
13.99,10000
2.89,10000
3.99,10000
4.79,10000
11.39,10000
0.79,10000
0.0,75000
5.19,10000
6.19,10000
0.0,10000
2.09,10000
15.49,10000
0.79,10000
4.79,10000
11.39,10000
3.99,10000
3.99,10000
0.79,10000
7.19,10000
12.39,10000
7.99,10000
7.19,75000
1.69,75000
7.19,10000
2.09,10000
7.19,10000
9.99,10000
2.09,10000
0.0,750000
1.69,10000
7.19,10000
0.79,10000
0.79,10000
3.99,10000
0.0,35000
5.79,10000
5.99,10000
0.79,10000
3.99,10000
1.69,10000
11.39,10000
4.79,10000
0.79,10000
0.79,10000
5.79,10000
5.19,10000
0.79,10000
3.99,10000
6.19,10000
1.69,10000
11.99,10000
6.49,10000
15.49,10000
0.79,10000
11.39,10000
1.69,10000
0.79,10000
0.79,10000
0.79,10000
3.99,10000
3.99,10000
7.19,10000
3.99,35000
12.99,35000
5.79,10000
3.99,10000
7.19,10000
9.99,10000
1.69,10000
1.69,10000
9.99,10000
7.19,10000
11.39,10000
10.29,10000
8.29,10000
0.79,10000
5.99,10000
4.79,10000
3.99,10000
0.79,10000
15.49,10000
5.79,10000
0.0,10000
1.99,10000
0.79,10000
2.09,10000
23.79,35000
3.99,10000
0.79,10000
2.09,10000
5.19,10000
5.19,10000
1.69,10000
0.0,10000
0.79,10000
7.19,10000
0.79,10000
2.09,10000
1.69,10000
3.99,10000
4.79,10000
3.99,10000
2.09,10000
2.09,10000
14.99,35000
14.99,75000
2.09,10000
2.09,10000
1.69,10000
0.99,10000
2.0,10000
1.69,10000
1.69,10000
2.69,10000
8.29,10000
0.0,10000
0.79,10000
0.0,10000
2.89,10000
3.99,10000
5.19,10000
0.0,35000
0.0,10000
2.09,10000
7.19,10000
2.09,10000
2.09,10000
2.89,10000
7.19,10000
6.99,10000
2.09,10000
2.89,10000
0.79,10000
1.69,10000
2.09,10000
3.99,10000
15.99,35000
11.39,10000
15.49,350000
0.0,35000
3.99,10000
0.79,10000
1.69,10000
15.49,10000
2.09,10000
4.99,10000
0.79,35000
2.89,10000
2.89,10000
2.89,10000
0.0,10000
5.19,10000
0.79,10000
5.99,10000
1.69,10000
0.79,10000
3.99,10000
3.99,10000
2.09,10000
0.79,10000
5.0,10000
8.99,10000
0.79,10000
5.79,10000
0.79,10000
0.79,35000
0.79,10000
2.89,10000
6.19,10000
1.69,10000
2.09,10000
3.99,10000
2.89,10000
2.89,10000
9.99,10000
3.99,10000
8.99,10000
0.79,10000
2.09,10000
3.99,10000
3.99,10000
2.09,10000
15.49,10000
7.19,10000
2.89,10000
2.89,10000
0.79,10000
3.99,35000
3.99,10000
4.49,10000
11.39,10000
2.09,10000
0.79,10000
15.49,10000
0.79,10000
0.0,35000
0.79,10000
0.79,10000
0.0,10000
0.0,10000
7.19,10000
4.79,10000
11.39,10000
4.79,10000
0.79,35000
15.49,10000
0.0,10000
4.79,10000
4.79,10000
2.89,10000
1.69,10000
1.69,10000
5.19,10000
3.99,10000
7.19,35000
7.19,10000
0.79,10000
2.09,10000
5.19,10000
5.79,10000
2.89,10000
5.79,10000
7.19,10000
12.39,10000
2.89,10000
13.99,150000
0.0,35000
2.89,10000
2.09,10000
2.09,10000
5.79,10000
0.0,10000
3.99,10000
30.99,10000
3.99,10000
2.09,10000
9.99,10000
0.0,35000
1.69,10000
0.79,10000
5.99,10000
0.0,35000
9.99,10000
9.99,10000
0.79,10000
11.0,10000
8.29,10000
0.0,35000
4.79,10000
2.89,10000
2.99,10000
29.99,10000
0.79,10000
7.19,10000
4.79,10000
3.99,10000
0.79,10000
0.79,10000
0.79,10000
0.79,10000
0.79,10000
2.0,10000
1.69,10000
3.99,10000
0.0,10000
3.99,10000
2.09,10000
0.0,10000
3.99,10000
0.0,10000
0.0,35000
5.79,10000
2.89,10000
2.09,10000
3.99,10000
2.09,10000
0.79,10000
0.79,10000
1.69,10000
1.69,10000
2.09,10000
0.79,10000
1.69,10000
19.49,10000
3.99,10000
14.99,10000
3.99,10000
5.19,10000
5.19,10000
3.99,10000
1.69,10000
7.19,10000
11.39,10000
9.99,10000
0.78,10000
5.19,10000
15.49,10000
0.0,10000
1.69,10000
7.19,10000
5.19,10000
2.89,10000
1.69,150000
1.69,10000
1.69,10000
0.79,10000
4.79,10000
7.5,75000
0.79,10000
4.79,10000
2.89,10000
0.79,10000
0.79,10000
11.39,10000
0.0,10000
0.79,10000
7.19,10000
0.79,10000
0.79,10000
9.99,10000
0.0,10000
19.49,10000
2.89,10000
10.29,10000
0.79,10000
3.99,10000
0.79,10000
4.79,10000
2.89,10000
0.0,10000
2.09,10000
3.99,10000
2.09,10000
2.09,10000
0.79,10000
3.99,10000
3.49,10000
2.89,10000
4.79,10000
10.29,10000
4.79,10000
4.79,10000
3.99,10000
3.99,10000
9.29,10000
6.19,10000
2.99,10000
7.99,10000
1.69,10000
0.0,10000
2.09,10000
0.79,10000
0.79,10000
2.09,10000
7.19,10000
11.39,10000
3.99,10000
4.79,10000
12.39,10000
7.19,10000
0.0,10000
1.69,10000
7.19,10000
11.39,10000
5.0,10000
2.09,10000
1.69,10000
1.69,10000
7.19,10000
6.19,10000
0.79,10000
7.5,35000
5.99,10000
1.69,10000
11.39,10000
1.69,10000
2.09,10000
19.49,10000
2.89,10000
2.09,10000
0.79,10000
5.19,35000
6.99,10000
15.49,10000
3.99,10000
2.09,10000
2.09,10000
2.09,10000
7.19,10000
0.0,10000
2.09,10000
3.99,10000
0.79,10000
3.99,10000
3.99,10000
11.39,10000
5.19,10000
3.99,10000
2.89,10000
1.69,10000
1.69,35000
3.99,10000
0.79,10000
0.79,10000
0.79,10000
3.99,10000
1.69,10000
0.79,10000
2.89,10000
0.0,10000
14.99,10000
0.0,75000
3.99,10000
2.09,10000
0.79,10000
2.09,10000
0.79,10000
0.79,10000
2.89,10000
0.0,35000
10.29,10000
0.79,10000
0.79,10000
0.79,10000
5.79,10000
0.79,10000
2.89,10000
1.69,10000
0.79,10000
11.39,10000
2.09,10000
1.69,10000
2.09,10000
0.79,35000
3.99,10000
0.0,35000
5.19,10000
30.99,10000
10.29,10000
3.99,10000
1.69,10000
14.99,10000
0.79,10000
0.79,10000
1.69,10000
19.49,10000
11.39,10000
10.99,10000
4.79,10000
3.99,10000
5.99,10000
4.79,10000
3.99,10000
3.99,10000
0.79,10000
0.79,10000
3.99,10000
5.79,10000
3.99,10000
7.19,10000
5.19,35000
11.39,10000
12.39,10000
1.69,10000
6.99,10000
0.0,75000
6.99,10000
15.99,10000
7.19,10000
0.79,10000
11.39,10000
11.39,10000
7.19,10000
13.99,10000
0.79,10000
0.0,10000
0.79,10000
9.99,10000
0.79,10000
7.19,10000
19.49,35000
9.29,10000
1.69,10000
2.89,10000
19.49,350000
10.99,10000
1.69,10000
15.49,10000
4.79,10000
7.19,10000
1.69,10000
7.19,10000
0.79,10000
0.0,35000
23.79,10000
11.39,10000
0.0,10000
4.79,10000
0.0,10000
2.09,10000
23.79,10000
11.9,10000
0.79,10000
2.09,10000
6.19,10000
17.99,10000
1.69,10000
1.69,10000
3.99,10000
5.99,10000
0.79,10000
11.39,10000
2.19,10000
1.69,35000
0.79,10000
1.69,10000
5.79,10000
2.09,10000
7.19,10000
2.89,10000
0.79,10000
32.99,10000
2.09,10000
5.79,10000
0.79,10000
3.99,10000
2.99,10000
11.39,10000
0.79,10000
0.79,10000
0.79,10000
3.99,10000
0.79,10000
0.79,10000
0.79,10000
3.99,10000
3.99,10000
0.79,10000
2.09,10000
0.0,10000
9.99,10000
9.99,10000
3.99,10000
3.99,10000
1.69,10000
0.79,10000
2.89,10000
7.19,10000
11.69,10000
11.69,10000
6.19,10000
0.79,10000
0.79,10000
2.89,10000
3.99,10000
3.99,10000
1.69,10000
4.79,10000
15.99,10000
11.39,10000
2.89,10000
13.49,10000
5.19,10000
1.59,10000
0.0,35000
2.09,10000
0.79,10000
2.99,10000
2.89,10000
11.39,10000
1.69,10000
15.49,35000
0.79,35000
1.69,10000
3.99,10000
15.49,75000
9.29,10000
0.79,10000
3.99,10000
0.0,75000
9.29,10000
9.99,10000
3.99,10000
6.19,10000
1.69,10000
2.89,10000
10.29,10000
1.69,10000
1.69,10000
11.39,10000
3.19,10000
3.99,10000
0.79,10000
1.69,10000
0.0,35000
1.69,10000
2.89,10000
0.79,10000
0.79,10000
0.79,10000
0.79,10000
9.99,10000
9.99,10000
2.09,10000
0.79,10000
1.69,10000
3.99,10000
3.99,10000
4.79,10000
4.79,10000
0.0,35000
0.0,35000
7.99,10000
4.79,10000
0.79,35000
0.79,35000
0.79,10000
3.99,10000
1.69,10000
2.89,10000
0.79,10000
0.0,10000
0.79,35000
3.99,10000
0.79,10000
1.69,10000
5.19,10000
4.79,10000
0.79,10000
0.79,10000
2.09,10000
27.79,10000
7.19,10000
7.19,75000
11.39,10000
2.09,10000
0.79,10000
0.79,10000
2.99,10000
19.49,10000
3.99,10000
5.79,10000
5.19,10000
0.0,150000
11.39,10000
3.99,10000
3.29,10000
5.19,10000
2.89,10000
1.69,10000
0.79,10000
27.79,10000
3.99,10000
15.49,10000
0.0,10000
4.79,10000
0.0,10000
7.19,10000
11.39,10000
3.99,10000
5.19,10000
10.99,10000
7.19,10000
3.99,10000
0.79,10000
0.79,10000
44.99,7500000
0.0,35000
10.29,35000
3.99,10000
13.49,10000
7.99,10000
7.99,10000
2.09,10000
0.0,10000
3.19,10000
1.69,10000
5.79,10000
0.79,10000
6.19,10000
1.69,10000
2.09,10000
0.79,10000
1.69,10000
2.09,10000
0.79,10000
15.49,10000
5.19,10000
0.79,10000
4.99,10000
0.79,10000
4.79,10000
0.79,10000
0.79,10000
10.99,10000
3.99,10000
0.79,10000
0.79,10000
2.89,10000
0.79,10000
5.19,10000
1.69,10000
4.99,10000
1.99,10000
3.99,10000
2.89,10000
0.79,10000
4.79,10000
1.69,10000
14.49,10000
1.49,10000
1.69,10000
2.09,10000
1.69,35000
6.19,10000
0.0,10000
0.79,35000
5.19,10000
7.19,10000
0.79,35000
3.99,10000
0.79,35000
0.79,10000
2.09,10000
15.49,10000
1.69,10000
3.99,10000
0.0,10000
2.09,10000
0.79,10000
11.99,10000
1.69,10000
0.79,10000
4.79,10000
0.79,10000
8.99,10000
2.09,10000
11.49,10000
5.79,10000
3.99,10000
0.79,10000
1.69,10000
2.89,10000
10.29,10000
0.0,35000
7.99,10000
10.29,10000
1.69,10000
2.09,10000
0.0,10000
4.79,10000
11.39,10000
0.79,35000
0.79,10000
13.99,10000
3.99,10000
0.79,10000
0.79,10000
3.99,10000
7.19,10000
3.99,10000
0.0,150000
0.79,10000
2.89,10000
1.69,75000
0.79,10000
0.0,75000
5.19,10000
0.0,10000
0.0,10000
3.99,10000
11.39,10000
6.19,10000
0.0,10000
2.09,10000
10.29,10000
2.09,10000
0.79,10000
3.99,10000
23.79,10000
0.79,10000
0.0,10000
0.0,10000
7.19,10000
2.09,10000
7.19,10000
5.19,10000
2.89,10000
0.79,10000
2.09,10000
1.69,10000
5.19,10000
5.79,10000
5.79,10000
4.79,10000
3.99,10000
0.79,10000
0.0,10000
15.49,10000
2.09,10000
1.69,10000
0.79,10000
3.99,10000
1.69,10000
1.99,10000
8.29,10000
11.39,10000
0.0,10000
0.0,10000
0.0,35000
0.0,10000
5.19,10000
4.79,10000
0.79,35000
11.39,10000
5.79,10000
2.09,10000
4.79,10000
15.49,10000
0.0,10000
5.79,10000
24.99,75000
4.79,10000
46.49,10000
2.09,10000
2.89,10000
0.79,10000
2.99,10000
2.09,10000
15.49,10000
0.79,10000
1.69,10000
3.99,10000
11.39,10000
3.99,10000
2.09,10000
0.79,10000
4.79,10000
0.0,10000
1.69,10000
3.99,10000
0.79,35000
3.99,10000
0.0,10000
4.99,10000
7.19,10000
4.79,10000
0.79,10000
1.69,10000
5.79,10000
10.99,10000
3.99,10000
1.69,10000
2.09,10000
11.39,10000
8.29,10000
0.79,10000
2.09,10000
19.49,10000
2.09,10000
0.79,10000
1.69,10000
4.79,10000
3.99,10000
3.99,10000
5.79,10000
7.19,10000
2.09,10000
4.79,10000
15.49,10000
11.39,10000
0.99,35000
0.85,10000
3.19,10000
11.39,10000
3.99,10000
1.99,10000
0.79,10000
13.99,10000
0.0,350000
0.79,10000
1.69,10000
1.1,10000
8.29,10000
0.79,10000
0.79,10000
0.79,10000
0.79,10000
1.69,10000
0.79,10000
0.79,10000
0.79,10000
13.99,10000
3.99,10000
2.89,10000
0.79,10000
1.69,10000
2.09,10000
4.79,10000
1.69,10000
6.19,10000
11.39,10000
5.19,10000
4.79,35000
2.09,10000
4.79,10000
3.99,10000
19.99,10000
1.69,10000
1.99,10000
2.09,10000
4.79,10000
7.19,10000
7.19,10000
2.09,10000
1.69,10000
0.0,10000
0.0,10000
0.79,10000
0.0,10000
6.19,10000
3.99,10000
1.69,10000
30.99,10000
5.79,10000
0.0,10000
11.39,10000
3.99,10000
1.69,10000
11.39,10000
4.79,10000
6.99,10000
11.39,10000
3.19,10000
1.99,10000
1.99,10000
3.99,10000
0.0,10000
2.09,10000
7.49,10000
0.79,10000
0.0,10000
1.69,10000
9.99,10000
0.0,750000
15.49,10000
5.79,10000
5.99,10000
0.79,10000
3.99,10000
13.49,10000
0.79,10000
5.79,75000
0.79,10000
7.19,10000
7.19,10000
0.79,10000
11.4,10000
7.19,10000
4.79,10000
0.0,35000
0.79,10000
7.19,10000
11.39,10000
0.79,10000
4.79,10000
5.49,10000
0.0,10000
11.39,10000
4.79,10000
3.99,10000
2.09,10000
0.79,10000
0.0,10000
8.99,10000
7.49,10000
0.0,10000
2.09,10000
37.99,350000
21.99,35000
0.0,10000
3.99,10000
0.79,10000
11.39,10000
3.99,10000
3.99,10000
5.99,10000
1.69,10000
0.79,35000
0.79,10000
2.09,10000
0.79,10000
0.0,35000
0.79,35000
0.0,10000
0.99,10000
23.79,10000
2.09,10000
4.49,10000
0.0,35000
1.69,10000
1.69,10000
3.99,10000
3.99,10000
3.99,10000
0.79,10000
0.79,10000
1.69,10000
11.39,10000
1.69,10000
1.69,10000
0.0,10000
2.09,10000
4.79,10000
16.99,10000
19.49,10000
11.39,10000
0.0,35000
0.79,10000
0.0,35000
5.79,10000
5.19,10000
0.79,10000
11.39,10000
0.0,75000
1.69,10000
3.99,10000
1.69,10000
0.79,10000
7.19,10000
3.99,10000
1.69,10000
0.0,350000
1.69,10000
7.19,10000
1.69,10000
5.19,10000
1.69,10000
0.0,10000
19.99,10000
2.0,10000
0.0,35000
0.0,10000
1.69,10000
1.69,10000
0.79,10000
0.79,10000
1.69,10000
0.79,10000
0.0,10000
5.19,10000
10.29,10000
3.99,10000
1.69,10000
2.89,10000
5.19,10000
10.29,10000
0.0,10000
7.19,10000
4.79,10000
3.99,10000
0.79,10000
1.69,10000
0.0,35000
1.69,10000
2.09,10000
1.69,10000
5.79,10000
3.99,10000
2.09,10000
0.79,10000
5.79,10000
0.79,10000
0.0,10000
0.0,75000
15.49,10000
0.79,10000
0.79,10000
3.99,10000
1.69,10000
6.19,10000
10.29,10000
3.99,10000
0.0,35000
7.19,10000
1.69,10000
0.0,35000
13.49,10000
2.89,10000
0.79,10000
1.99,10000
10.9,10000
1.69,10000
2.89,10000
3.99,10000
7.19,10000
0.0,150000
0.0,10000
0.79,10000
2.09,10000
0.0,35000
3.99,10000
3.99,10000
0.79,10000
7.19,10000
2.09,10000
6.99,10000
0.79,10000
2.89,10000
3.99,10000
1.69,10000
0.0,75000
0.79,10000
9.29,10000
2.89,10000
0.79,10000
4.99,10000
1.69,10000
3.99,10000
10.99,10000
3.99,10000
0.79,10000
2.09,10000
21.99,35000
0.79,10000
2.09,10000
1.69,10000
3.99,10000
3.99,10000
0.79,35000
0.79,10000
3.99,10000
0.79,10000
0.0,10000
0.79,10000
2.09,10000
5.79,10000
19.49,10000
2.09,10000
7.19,10000
2.09,10000
0.79,10000
1.69,10000
0.99,10000
0.79,10000
0.0,10000
2.09,10000
13.99,10000
3.99,10000
1.69,10000
1.69,10000
4.79,10000
0.0,10000
0.79,10000
2.09,10000
7.19,10000
7.19,10000
2.89,10000
0.79,10000
3.99,10000
3.99,10000
9.99,10000
0.0,10000
11.39,10000
1.69,10000
0.0,35000
7.19,10000
5.79,10000
4.79,10000
4.79,75000
5.19,10000
3.99,10000
11.99,10000
9.29,10000
1.69,10000
0.79,10000
2.09,10000
9.99,10000
3.99,10000
1.69,10000
11.39,10000
2.89,10000
15.49,10000
0.79,10000
0.79,10000
0.89,10000
11.39,10000
0.79,350000
0.79,10000
15.49,10000
0.79,10000
1.69,10000
0.0,10000
0.0,10000
2.09,10000
0.79,10000
3.99,10000
0.79,10000
3.99,10000
0.0,350000
0.79,10000
0.79,10000
0.0,35000
3.99,10000
1.69,10000
6.99,10000
7.19,10000
0.79,10000
0.0,10000
0.79,10000
1.69,10000
0.79,10000
6.19,10000
7.99,10000
11.39,10000
11.39,10000
15.49,10000
0.79,10000
0.0,35000
0.79,10000
11.39,10000
3.99,10000
7.19,10000
5.79,10000
7.19,10000
13.49,10000
0.0,10000
7.19,10000
2.89,10000
0.79,10000
30.99,10000
2.89,35000
24.99,10000
0.79,10000
0.79,10000
4.79,10000
0.79,10000
1.69,10000
2.89,10000
0.79,10000
0.79,10000
4.79,10000
6.19,10000
0.79,10000
1.99,10000
1.69,10000
0.0,150000
3.99,10000
0.79,10000
11.39,150000
19.49,35000
1.69,10000
6.99,10000
3.99,10000
1.69,10000
7.19,10000
2.89,10000
0.79,10000
7.19,10000
4.79,10000
0.79,10000
5.79,10000
0.0,10000
24.99,10000
0.0,10000
0.79,10000
7.19,10000
3.99,10000
6.19,10000
4.99,10000
2.89,10000
11.99,10000
1.69,10000
7.19,10000
6.19,10000
3.99,10000
3.99,10000
1.69,10000
0.79,10000
1.2,10000
2.09,10000
39.99,10000
3.99,10000
0.79,10000
2.89,10000
0.0,35000
15.49,10000
5.79,10000
11.39,10000
0.0,10000
3.99,10000
3.99,10000
1.69,10000
0.79,10000
1.69,10000
0.79,10000
0.79,10000
3.99,10000
0.0,35000
1.69,10000
3.99,10000
3.99,10000
5.19,10000
3.99,10000
2.89,10000
0.79,10000
7.19,10000
5.79,10000
2.09,10000
6.19,10000
2.89,10000
15.8,150000
5.79,10000
15.49,10000
1.69,35000
2.89,35000
1.69,10000
0.79,10000
0.79,10000
7.19,10000
9.99,10000
0.99,10000
15.49,10000
5.19,10000
1.69,10000
4.79,10000
2.89,10000
5.19,10000
9.29,10000
13.99,10000
0.79,10000
19.49,10000
1.69,10000
1.69,10000
7.19,10000
44.99,1500000
1.69,10000
5.79,10000
2.09,10000
0.0,75000
5.79,10000
1.69,10000
1.69,10000
4.79,10000
9.29,10000
1.69,75000
0.0,10000
0.79,35000
3.99,10000
3.99,10000
3.99,10000
3.99,10000
1.69,10000
2.09,10000
0.0,10000
15.49,10000
4.99,10000
2.09,10000
2.09,10000
3.99,10000
3.99,10000
4.99,10000
2.09,10000
1.69,10000
1.69,10000
0.0,35000
2.89,10000
5.79,10000
0.0,1500000
0.79,75000
0.79,10000
0.0,10000
2.09,10000
0.79,10000
0.79,10000
5.79,10000
3.99,10000
13.49,10000
0.0,10000
5.79,10000
5.79,10000
6.19,10000
4.79,10000
5.19,35000
15.99,10000
5.19,10000
4.79,10000
0.79,10000
0.79,10000
0.79,35000
2.09,10000
2.09,10000
9.29,10000
5.19,10000
2.09,10000
0.0,10000
7.19,10000
0.0,10000
3.99,10000
0.79,10000
0.0,35000
0.0,10000
0.0,10000
0.0,35000
3.99,10000
5.19,10000
11.39,10000
8.29,10000
0.79,10000
0.79,10000
0.79,35000
7.19,10000
4.79,10000
7.99,10000
15.49,10000
0.0,75000
0.0,10000
3.99,10000
3.99,10000
1.69,10000
3.99,10000
2.09,10000
5.19,10000
3.99,10000
2.89,10000
3.99,10000
1.69,10000
0.0,35000
0.79,10000
0.79,10000
5.34,10000
1.69,10000
0.79,10000
0.79,10000
3.99,10000
5.19,10000
0.79,10000
30.99,10000
2.09,10000
49.99,10000
1.69,10000
15.49,10000
1.69,10000
11.39,35000
6.19,10000
24.99,10000
1.69,10000
7.19,10000
0.79,10000
4.79,10000
0.79,10000
19.49,10000
10.29,10000
11.39,10000
2.09,10000
0.0,10000
11.39,10000
8.29,10000
3.99,10000
2.09,10000
0.79,10000
0.79,10000
7.99,10000
0.0,10000
1.69,10000
29.99,10000
4.79,10000
0.79,10000
0.79,10000
0.79,10000
1.69,10000
3.99,10000
7.19,10000
7.19,10000
7.19,10000
2.99,10000
6.19,10000
7.19,10000
4.79,10000
0.0,10000
0.0,75000
4.79,10000
4.79,10000
2.09,10000
2.09,10000
2.89,10000
2.09,10000
0.79,10000
3.99,10000
1.69,10000
1.69,10000
19.49,10000
5.19,10000
15.99,10000
0.79,10000
0.0,10000
0.79,35000
3.99,10000
2.09,10000
7.19,10000
6.19,10000
23.79,10000
0.0,10000
7.19,10000
0.79,10000
2.09,10000
10.99,10000
3.99,10000
3.99,10000
19.49,10000
7.19,10000
5.19,10000
2.09,10000
0.0,10000
0.0,35000
0.0,10000
10.99,10000
0.79,10000
0.0,10000
6.19,10000
1.69,10000
0.79,10000
7.19,10000
11.39,10000
34.99,10000
3.99,10000
0.0,10000
49.99,10000
6.19,10000
0.0,35000
0.0,10000
4.79,10000
10.29,10000
1.69,10000
0.79,10000
7.19,10000
0.79,10000
0.0,10000
0.0,10000
2.89,10000
3.99,10000
5.79,10000
3.99,10000
13.99,10000
0.0,10000
11.39,10000
4.79,10000
0.0,35000
7.19,10000
9.29,10000
9.29,10000
0.79,10000
5.79,10000
1.69,10000
4.79,10000
0.79,10000
5.79,10000
2.89,10000
0.79,10000
0.79,35000
0.0,35000
0.0,75000
3.99,10000
0.79,10000
0.0,75000
0.0,10000
2.09,10000
3.99,10000
3.99,10000
0.79,10000
2.09,10000
2.99,10000
0.79,10000
0.0,10000
1.69,10000
0.0,10000
0.0,10000
0.0,10000
0.0,75000
7.19,10000
5.69,10000
5.79,10000
15.49,10000
2.89,10000
2.09,10000
0.79,10000
0.79,10000
10.29,10000
0.78,10000
0.78,10000
0.78,10000
0.78,10000
0.78,10000
0.78,10000
0.78,10000
0.78,10000
0.78,10000
3.99,10000
3.99,10000
3.99,10000
15.49,10000
11.39,10000
0.0,35000
2.09,10000
2.09,10000
0.79,10000
0.0,35000
0.0,10000
2.89,10000
0.79,10000
0.0,10000
1.99,10000
19.99,10000
10.29,10000
2.89,35000
11.39,10000
5.19,10000
0.79,10000
0.0,10000
1.99,10000
0.0,10000
0.0,75000
1.69,10000
2.09,10000
7.19,10000
10.29,10000
3.99,10000
10.99,10000
0.79,10000
0.72,10000
1.99,10000
0.0,10000
11.39,10000
11.39,10000
1.69,35000
4.79,10000
9.99,10000
5.99,10000
7.19,10000
2.89,10000
2.09,10000
0.0,10000
2.09,10000
14.99,35000
0.79,10000
3.99,10000
0.0,35000
6.19,10000
0.79,10000
8.29,10000
2.89,10000
0.0,10000
5.79,10000
0.0,750000
0.0,10000
0.0,10000
1.69,10000
3.99,10000
1.69,10000
0.0,10000
3.99,10000
10.0,10000
7.19,10000
7.19,10000
0.0,75000
0.79,10000
7.19,10000
19.49,10000
4.79,10000
0.79,10000
6.99,10000
1.69,10000
1.19,10000
2.89,10000
0.79,10000
0.79,10000
0.79,10000
8.29,10000
7.19,10000
1.69,10000
0.0,10000
0.0,10000
0.79,10000
3.99,10000
0.79,10000
3.99,10000
1.69,10000
7.19,10000
12.99,10000
1.69,10000
2.09,10000
1.69,10000
3.99,10000
3.99,10000
0.0,35000
2.09,10000
3.99,10000
0.0,10000
0.89,10000
0.79,10000
0.0,10000
3.99,10000
3.99,10000
0.0,75000
1.69,10000
7.19,10000
0.79,10000
2.09,10000
0.79,10000
0.79,10000
2.89,10000
0.79,10000
11.39,10000
0.79,10000
0.79,10000
0.79,10000
2.09,10000
18.99,10000
2.09,10000
2.09,10000
0.79,10000
0.0,10000
15.49,10000
2.89,10000
23.79,10000
7.19,10000
7.19,10000
1.69,10000
2.89,10000
0.79,10000
2.89,10000
2.09,10000
3.99,10000
1.69,10000
7.19,10000
3.99,10000
0.79,10000
2.09,10000
9.29,35000
0.0,10000
2.89,10000
1.69,10000
7.19,10000
7.19,10000
3.99,10000
0.79,10000
0.99,10000
0.79,10000
2.89,10000
15.49,10000
2.09,10000
15.49,10000
3.99,10000
1.69,10000
0.0,75000
5.79,10000
4.79,10000
4.79,10000
7.19,10000
0.79,10000
4.49,10000
19.99,35000
24.99,10000
7.19,10000
7.19,10000
7.19,10000
7.19,10000
5.19,10000
4.79,10000
0.79,10000
3.99,10000
3.99,10000
1.69,10000
0.0,35000
0.79,10000
0.0,350000
2.89,10000
5.19,10000
5.19,10000
0.79,10000
7.19,10000
3.99,10000
3.99,10000
1.99,10000
2.09,10000
11.99,10000
0.79,10000
3.99,10000
3.99,10000
2.99,75000
3.99,10000
1.69,10000
5.79,10000
3.99,10000
2.09,10000
3.99,10000
2.09,10000
0.0,10000
3.99,10000
2.89,10000
0.0,10000
1.69,10000
0.79,35000
1.69,10000
3.99,10000
0.79,10000
3.99,10000
1.69,10000
5.19,10000
0.79,10000
5.79,10000
3.99,10000
1.69,10000
5.19,10000
2.89,10000
18.49,10000
0.0,35000
9.99,35000
0.79,10000
1.69,10000
0.79,10000
0.79,10000
0.79,10000
5.79,10000
0.79,10000
3.99,10000
0.0,10000
3.99,10000
1.69,10000
2.09,10000
10.99,10000
11.39,10000
6.19,10000
24.99,10000
0.79,10000
2.09,10000
1.69,10000
