known_developer,known_publisher,multi_player,single_player,co-op,mmo,in_app_purchases,achievements,positive_ratings,average_playtime,median_playtime,price,owners,owners
0,0,1,1,0,0,0,0,0.87,0,0,6.99,0-20000,10000
0,0,0,1,0,0,0,0,0.46,288,312,0.79,20000-50000,35000
0,0,0,1,1,0,0,50,0.99,0,0,9.29,0-20000,10000
0,0,0,1,0,0,0,0,0.62,0,0,14.99,0-20000,10000
0,0,0,1,0,0,0,23,0.62,0,0,10.99,0-20000,10000
0,0,0,1,0,0,0,0,0.14,0,0,14.99,0-20000,10000
0,0,0,1,0,0,0,0,0.78,0,0,0.0,0-20000,10000
0,0,1,0,0,0,0,0,0.57,0,0,0.0,50000-100000,75000
0,0,1,1,1,0,0,40,0.54,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,12,0.62,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,12,0.33,0,0,6.19,0-20000,10000
0,0,0,1,0,0,0,43,0.95,0,0,10.99,20000-50000,35000
0,0,0,1,0,0,0,40,0.68,0,0,4.79,0-20000,10000
0,0,0,1,0,0,0,36,0.81,374,374,3.99,20000-50000,35000
0,0,0,1,0,0,0,0,0.38,302,302,0.79,20000-50000,35000
0,0,0,1,0,0,0,18,0.97,0,0,0.79,20000-50000,35000
0,0,0,1,0,0,0,14,0.59,0,0,1.59,0-20000,10000
0,0,0,1,0,0,0,0,0.67,396,396,1.59,0-20000,10000
0,0,0,1,0,0,0,11,0.99,0,0,2.09,20000-50000,35000
0,0,0,1,0,0,0,0,0.71,0,0,0.79,0-20000,10000
0,0,1,1,0,0,0,0,0.65,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.6,0,0,3.19,0-20000,10000
0,0,0,1,0,0,0,0,0.43,0,0,0.79,0-20000,10000
0,0,1,1,1,0,0,56,0.77,0,0,8.99,50000-100000,75000
0,0,0,1,0,0,0,0,0.76,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,109,0.72,100,100,10.99,20000-50000,35000
0,0,1,1,0,0,0,36,0.89,608,608,9.9,100000-200000,150000
0,0,0,1,0,0,0,0,0.5,0,0,6.99,0-20000,10000
0,0,0,1,0,0,0,13,0.86,0,0,3.99,20000-50000,35000
0,1,0,1,0,0,0,21,0.87,116,175,14.99,100000-200000,150000
0,0,0,1,0,0,0,53,0.79,0,0,15.49,0-20000,10000
0,0,0,1,0,0,0,98,0.79,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,22,0.75,0,0,11.39,0-20000,10000
0,0,0,1,0,0,0,0,0.67,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,18,0.76,0,0,4.79,0-20000,10000
0,0,0,1,0,0,0,33,0.75,0,0,7.0,0-20000,10000
0,0,0,1,0,0,0,5,0.71,0,0,1.59,0-20000,10000
0,0,0,1,0,0,0,46,0.87,135,200,1.59,200000-500000,350000
0,0,0,1,0,0,0,28,0.99,0,0,11.39,0-20000,10000
0,0,0,1,0,0,0,53,0.5,0,0,4.79,0-20000,10000
0,0,0,1,0,0,0,36,0.99,0,0,2.79,0-20000,10000
0,0,0,1,0,0,0,0,0.66,209,210,0.79,100000-200000,150000
0,0,0,1,0,0,0,11,0.68,0,0,2.09,0-20000,10000
0,0,1,0,0,0,0,0,0.99,0,0,6.99,0-20000,10000
0,0,0,1,0,0,0,27,0.99,0,0,27.79,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.71,0,0,6.19,0-20000,10000
0,0,0,1,0,0,0,0,0.67,0,0,6.19,0-20000,10000
0,0,0,1,0,0,0,0,0.64,0,0,6.19,0-20000,10000
0,0,1,0,0,1,1,0,0.61,232,136,0.0,200000-500000,350000
0,0,0,1,0,0,0,0,0.69,0,0,6.19,0-20000,10000
0,0,0,1,0,0,0,13,0.82,0,0,5.99,0-20000,10000
0,0,0,1,1,0,0,20,0.89,131,131,10.99,20000-50000,35000
0,0,0,1,0,0,0,500,0.82,282,317,0.79,200000-500000,350000
0,0,0,1,0,0,0,6,0.67,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,20,0.99,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,13,0.43,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,14,0.64,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,37,0.69,0,0,11.99,0-20000,10000
0,0,0,1,0,0,0,54,0.63,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.79,301,325,4.0,20000-50000,35000
0,0,0,1,0,0,0,49,0.92,0,0,10.99,0-20000,10000
0,0,0,1,0,0,0,18,0.71,0,0,1.99,20000-50000,35000
0,0,0,1,0,0,0,0,0.5,0,0,10.59,0-20000,10000
0,0,0,1,0,0,0,20,0.92,0,0,19.99,20000-50000,35000
0,0,0,1,0,0,0,0,0.75,0,0,29.99,0-20000,10000
0,0,0,1,0,0,0,0,0.47,233,233,1.59,50000-100000,75000
0,0,0,1,0,0,0,0,0.94,2095,2773,10.99,200000-500000,350000
0,0,0,1,0,0,0,0,0.5,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.7,0,0,1.99,0-20000,10000
0,0,1,1,0,0,1,0,0.53,0,0,0.0,20000-50000,35000
1,1,0,1,0,0,0,52,0.78,0,0,49.99,0-20000,10000
0,0,0,1,0,0,0,0,0.65,0,0,0.0,50000-100000,75000
0,0,0,1,0,0,0,0,0.57,0,0,6.99,0-20000,10000
0,0,1,0,0,0,0,0,0.9,0,0,7.19,0-20000,10000
0,0,1,1,0,0,0,0,0.61,0,0,14.99,0-20000,10000
0,0,0,1,0,0,0,0,0.62,0,0,0.79,20000-50000,35000
0,0,0,1,0,0,0,0,0.71,0,0,15.49,0-20000,10000
0,0,0,1,0,0,0,18,0.83,0,0,5.99,0-20000,10000
0,0,0,1,1,0,0,13,0.99,0,0,7.19,0-20000,10000
0,0,1,1,1,0,0,0,0.82,0,0,0.0,20000-50000,35000
0,0,0,1,0,0,0,0,0.88,0,0,6.99,0-20000,10000
0,0,0,1,0,0,0,32,0.84,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,0,0.84,0,0,22.99,0-20000,10000
0,0,0,1,0,0,0,0,0.36,0,0,2.79,0-20000,10000
0,0,0,1,0,0,0,20,0.71,0,0,6.99,0-20000,10000
0,0,0,1,0,0,0,0,0.5,0,0,1.69,0-20000,10000
1,1,1,1,0,0,0,128,0.74,1641,1653,34.99,500000-1000000,750000
0,1,0,1,0,0,0,48,0.67,0,0,34.99,100000-200000,150000
0,0,1,1,1,0,0,20,0.89,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.5,0,0,2.79,0-20000,10000
0,0,1,1,1,0,0,0,0.67,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,0,0.6,0,0,1.59,0-20000,10000
1,1,1,1,1,0,0,97,0.77,851,701,34.99,500000-1000000,750000
1,1,1,1,1,0,0,37,0.64,244,244,29.99,50000-100000,75000
0,0,0,1,0,0,0,21,0.94,308,308,0.0,200000-500000,350000
0,0,0,1,0,0,0,0,0.61,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,17,0.83,0,0,6.99,0-20000,10000
0,0,0,1,0,0,0,0,0.01,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.5,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.91,0,0,0.0,20000-50000,35000
0,0,0,1,0,0,0,40,0.91,0,0,14.99,20000-50000,35000
0,0,1,1,0,0,0,0,0.67,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,26,0.8,0,0,11.39,0-20000,10000
0,0,1,1,0,0,0,145,0.61,274,303,7.99,500000-1000000,750000
0,0,1,1,0,0,0,15,0.88,11,14,0.0,100000-200000,150000
0,0,0,1,0,0,0,42,0.73,0,0,14.99,20000-50000,35000
0,0,0,1,0,0,0,0,0.88,0,0,6.99,20000-50000,35000
0,0,0,1,0,0,0,0,0.01,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.5,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,23,0.99,0,0,7.19,0-20000,10000
0,1,1,1,1,0,0,54,0.79,0,0,15.99,20000-50000,35000
0,0,0,1,0,0,0,7,0.69,273,273,0.79,20000-50000,35000
0,0,0,1,0,0,0,0,0.46,285,295,4.99,0-20000,10000
0,0,0,1,0,0,0,7,0.71,0,0,5.19,0-20000,10000
0,0,0,1,0,0,0,10,0.99,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.67,0,0,10.99,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,10.99,0-20000,10000
0,0,1,1,1,0,0,0,0.49,0,0,0.0,50000-100000,75000
0,0,0,1,0,0,0,0,0.9,0,0,29.99,0-20000,10000
1,1,1,1,0,0,0,55,0.87,1255,1586,14.99,200000-500000,350000
0,0,0,1,0,0,0,10,0.9,0,0,11.39,0-20000,10000
1,1,0,1,0,0,0,30,0.9,517,517,11.99,50000-100000,75000
0,0,1,0,0,0,0,0,0.81,0,0,6.19,0-20000,10000
0,0,1,0,0,0,0,0,0.73,0,0,0.0,20000-50000,35000
0,0,0,1,0,0,0,17,0.75,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,20,0.97,0,0,14.99,0-20000,10000
0,0,0,1,0,0,0,0,0.78,0,0,10.99,0-20000,10000
0,0,0,1,0,0,0,38,0.66,0,0,11.39,0-20000,10000
0,0,0,1,0,0,0,9,0.75,0,0,2.89,0-20000,10000
0,0,1,1,0,0,0,12,0.83,0,0,1.99,20000-50000,35000
0,0,0,1,0,0,0,0,0.75,0,0,14.99,0-20000,10000
0,0,0,1,0,0,0,28,0.83,0,0,8.99,0-20000,10000
0,0,0,1,0,0,0,23,0.99,0,0,23.79,0-20000,10000
0,0,0,1,0,0,0,0,0.89,0,0,5.79,0-20000,10000
0,0,0,1,0,0,0,27,0.79,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.78,0,0,6.99,0-20000,10000
0,0,0,1,0,0,0,9,0.92,0,0,1.99,0-20000,10000
0,0,0,1,0,0,0,69,0.96,143,143,1.69,50000-100000,75000
0,0,0,1,0,0,0,69,0.97,167,192,1.59,200000-500000,350000
0,0,1,1,0,0,0,6,0.57,0,0,2.79,0-20000,10000
0,0,0,1,0,0,0,10,0.33,0,0,1.59,0-20000,10000
0,0,0,1,0,0,0,0,0.67,0,0,0.0,0-20000,10000
0,0,0,1,1,0,0,0,0.52,0,0,3.99,20000-50000,35000
0,0,0,1,0,0,0,0,0.92,0,0,2.79,0-20000,10000
0,0,0,1,0,0,0,14,0.99,0,0,19.49,0-20000,10000
0,0,0,0,0,1,1,14,0.52,45,45,0.0,100000-200000,150000
0,0,1,1,0,0,0,29,0.79,0,0,11.39,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,33,0.99,0,0,3.99,0-20000,10000
0,0,1,1,1,0,0,7,0.91,0,0,14.99,0-20000,10000
0,0,0,1,0,0,0,5394,0.37,0,0,1.59,0-20000,10000
0,0,0,1,1,0,0,0,0.9,0,0,9.29,0-20000,10000
0,0,0,1,0,0,0,22,0.96,21,32,0.79,20000-50000,35000
0,0,0,1,0,0,0,40,0.68,0,0,6.99,0-20000,10000
0,1,1,1,1,0,0,50,0.83,0,0,24.99,0-20000,10000
0,0,0,1,0,0,0,4,0.01,0,0,6.99,0-20000,10000
0,0,0,1,1,0,0,0,0.82,0,0,11.39,0-20000,10000
0,0,1,1,0,0,0,37,0.86,0,0,15.49,0-20000,10000
0,0,1,0,0,0,0,0,0.77,0,0,7.19,0-20000,10000
0,1,0,1,0,0,0,67,0.71,1642,1751,34.99,200000-500000,350000
0,0,1,1,0,0,0,45,0.71,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,34,0.91,0,0,11.99,0-20000,10000
0,0,0,1,0,0,0,20,0.91,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,30,0.76,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,29,0.88,0,0,18.99,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,9.99,0-20000,10000
0,1,1,1,1,0,1,0,0.54,1281,1281,20.99,20000-50000,35000
0,0,1,1,1,0,0,0,0.67,0,0,6.99,0-20000,10000
0,0,1,1,0,0,0,0,0.74,0,0,15.49,50000-100000,75000
0,0,0,1,0,0,0,0,0.89,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,0,0.33,0,0,5.99,0-20000,10000
0,0,0,1,0,0,0,10,0.48,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.68,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.88,157,157,14.99,20000-50000,35000
0,0,0,1,0,0,0,24,0.87,0,0,3.99,0-20000,10000
0,1,1,1,1,0,0,58,0.81,674,950,19.99,500000-1000000,750000
0,0,0,1,0,0,0,10,0.69,0,0,0.0,20000-50000,35000
0,0,0,1,0,0,0,0,0.44,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,32,0.95,0,0,11.39,20000-50000,35000
0,0,0,1,0,0,0,9,0.83,0,0,5.79,0-20000,10000
0,0,1,1,0,0,0,0,0.99,0,0,4.99,0-20000,10000
0,0,0,1,0,0,1,0,0.6,0,0,0.0,100000-200000,150000
0,0,0,1,0,0,0,678,0.6,0,0,0.79,20000-50000,35000
0,0,0,1,0,0,0,9,0.93,0,0,0.79,20000-50000,35000
0,0,0,1,0,0,0,0,0.01,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,72,0.76,6,6,7.19,0-20000,10000
0,0,0,1,1,0,0,21,0.99,0,0,6.99,0-20000,10000
0,0,0,1,0,0,0,26,0.96,0,0,10.29,0-20000,10000
0,0,0,1,0,0,0,30,0.96,0,0,4.99,0-20000,10000
0,0,0,1,0,0,0,0,0.5,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.01,0,0,5.19,0-20000,10000
0,0,0,1,0,0,0,0,0.42,0,0,7.99,0-20000,10000
0,0,1,1,0,0,0,24,0.96,0,0,6.99,0-20000,10000
0,0,0,1,1,0,0,34,0.75,0,0,10.29,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,0,0.77,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,134,0.93,0,0,5.79,0-20000,10000
0,0,0,1,0,0,0,48,0.95,25,10,0.0,200000-500000,350000
0,0,1,1,1,0,0,24,0.6,0,0,22.99,0-20000,10000
0,0,0,1,0,0,0,5000,0.26,0,0,0.79,20000-50000,35000
0,0,0,1,0,0,0,36,0.8,0,0,14.99,0-20000,10000
0,0,0,1,0,0,0,30,0.8,0,0,10.99,0-20000,10000
0,0,0,1,0,0,0,40,0.76,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.85,0,0,6.99,0-20000,10000
0,0,0,1,0,0,0,34,0.66,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.91,0,0,6.99,0-20000,10000
0,0,0,1,0,0,0,4,0.92,0,0,0.0,0-20000,10000
0,0,1,1,1,0,0,10,0.94,762,762,9.99,20000-50000,35000
0,0,0,1,0,0,0,15,0.89,0,0,6.99,0-20000,10000
0,0,0,1,0,0,0,20,0.36,0,0,15.49,0-20000,10000
0,0,0,1,0,0,0,53,0.82,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.64,0,0,7.19,0-20000,10000
0,0,1,1,0,0,1,26,0.69,6,6,0.0,20000-50000,35000
0,0,0,1,0,0,0,0,0.7,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,10,0.84,82,82,6.99,0-20000,10000
0,0,0,1,0,0,0,0,0.72,0,0,0.79,0-20000,10000
0,0,1,1,1,0,0,34,0.71,277,281,1.49,20000-50000,35000
0,0,1,1,0,0,0,7,0.54,0,0,6.19,0-20000,10000
0,0,0,1,0,0,0,0,0.64,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.64,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,8,0.83,0,0,3.99,0-20000,10000
0,1,1,0,1,0,0,37,0.58,23,23,15.49,20000-50000,35000
0,0,0,1,0,0,0,22,0.5,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,11,0.92,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,33,0.57,0,0,2.36,0-20000,10000
0,0,1,1,0,0,1,76,0.86,0,0,10.99,50000-100000,75000
0,0,0,1,0,0,0,0,0.99,0,0,5.19,0-20000,10000
0,0,0,1,0,0,0,0,0.8,0,0,7.19,0-20000,10000
0,0,1,1,1,0,0,18,0.71,0,0,10.29,0-20000,10000
0,0,0,1,0,0,0,0,0.56,0,0,1.59,0-20000,10000
0,0,0,1,0,0,0,0,0.84,244,244,0.0,50000-100000,75000
0,0,0,1,0,0,0,5,0.9,0,0,2.79,0-20000,10000
0,0,0,1,0,0,0,114,0.97,281,291,1.69,500000-1000000,750000
0,0,0,1,0,0,0,0,0.91,221,202,1.59,200000-500000,350000
0,0,0,1,0,0,0,10,0.99,0,0,2.89,0-20000,10000
0,0,0,1,0,0,0,0,0.69,0,0,3.99,0-20000,10000
0,0,0,1,1,0,0,45,0.54,0,0,10.99,50000-100000,75000
0,0,0,1,0,0,0,0,0.81,0,0,0.0,0-20000,10000
0,0,1,0,0,0,0,0,0.73,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,8,0.57,0,0,11.99,0-20000,10000
0,0,1,1,0,0,0,0,0.93,0,0,60.99,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,6,0.45,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.44,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,30,0.86,1712,1437,19.49,500000-1000000,750000
0,0,0,1,0,0,0,2130,0.92,170,252,0.79,50000-100000,75000
0,0,0,1,0,0,0,0,0.43,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,3.99,0-20000,10000
0,0,1,0,0,0,1,225,0.67,34,35,0.0,200000-500000,350000
0,0,0,1,0,0,0,0,0.75,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,18,0.76,0,0,10.29,0-20000,10000
0,0,0,1,0,0,0,10,0.44,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,6,0.62,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,11,0.44,0,0,0.79,0-20000,10000
0,0,1,1,1,0,0,27,0.8,0,0,6.99,0-20000,10000
0,0,0,1,0,0,0,0,0.73,0,0,6.99,0-20000,10000
0,0,0,1,0,0,0,0,0.75,0,0,4.79,0-20000,10000
0,0,0,1,0,0,0,0,0.17,0,0,4.79,0-20000,10000
0,0,0,1,0,0,0,5,0.83,0,0,1.99,0-20000,10000
0,0,1,1,0,0,0,19,0.68,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.71,0,0,4.79,0-20000,10000
0,0,0,1,0,0,0,0,0.61,9,9,0.0,100000-200000,150000
0,0,0,1,0,0,0,0,0.95,0,0,7.19,0-20000,10000
1,1,0,1,0,0,0,60,0.77,724,698,14.99,500000-1000000,750000
0,0,1,0,1,0,0,0,0.55,0,0,5.19,0-20000,10000
0,0,0,1,0,0,0,66,0.9,0,0,2.89,20000-50000,35000
0,0,0,1,0,0,0,6,0.56,9,9,0.79,0-20000,10000
0,0,0,1,0,0,0,47,0.84,1711,1711,27.79,0-20000,10000
0,0,0,1,0,0,0,12,0.99,0,0,6.99,0-20000,10000
0,0,0,1,0,0,0,30,0.63,0,0,1.59,0-20000,10000
0,0,0,1,0,0,0,0,0.65,0,0,6.99,20000-50000,35000
0,0,0,1,0,0,0,72,0.96,1,1,14.99,0-20000,10000
0,0,1,0,0,0,1,0,0.28,0,0,0.0,50000-100000,75000
0,0,0,1,0,0,0,15,0.58,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,25,0.81,0,0,9.99,0-20000,10000
0,0,1,0,0,0,0,0,0.38,0,0,11.39,0-20000,10000
0,0,1,1,1,0,0,0,0.71,0,0,1.69,20000-50000,35000
0,0,0,1,0,0,0,14,0.73,0,0,10.99,0-20000,10000
0,0,0,1,0,0,0,13,0.39,0,0,24.99,0-20000,10000
0,0,0,1,0,0,0,0,0.29,10,12,4.79,20000-50000,35000
0,0,0,1,0,0,0,0,0.5,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.33,0,0,1.69,0-20000,10000
0,0,1,1,1,0,0,166,0.83,178,178,19.49,50000-100000,75000
0,0,0,1,0,0,0,9,0.96,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,40,0.82,465,465,10.99,20000-50000,35000
0,0,1,1,1,0,0,97,0.84,0,0,6.99,0-20000,10000
0,0,0,1,1,0,0,12,0.73,0,0,9.99,0-20000,10000
0,0,0,1,0,0,0,0,0.73,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,22,0.9,0,0,5.19,0-20000,10000
0,0,0,1,0,0,0,0,0.25,0,0,26.99,0-20000,10000
0,0,0,1,0,0,0,0,0.91,0,0,0.0,20000-50000,35000
0,0,0,1,0,0,0,21,0.99,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,7,0.9,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.41,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.17,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,30,0.99,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,20,0.84,0,0,1.99,0-20000,10000
0,0,0,1,0,0,0,89,0.86,0,0,11.39,20000-50000,35000
0,0,0,1,0,0,0,0,0.9,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,43,0.96,3034,1857,19.49,1000000-2000000,1500000
0,0,0,1,0,0,0,13,0.73,14,14,2.09,20000-50000,35000
0,0,0,1,0,0,0,0,0.86,0,0,4.79,0-20000,10000
0,0,1,1,0,1,1,0,0.56,0,0,0.0,20000-50000,35000
0,0,0,1,0,0,0,0,0.29,0,0,1.59,0-20000,10000
0,1,1,1,1,1,1,34,0.51,2029,1685,49.99,200000-500000,350000
0,0,0,1,0,0,0,20,0.53,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,0,0.46,0,0,0.0,50000-100000,75000
0,0,0,1,0,0,0,21,0.59,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,5,0.32,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,0,0.68,0,0,3.19,0-20000,10000
0,0,0,0,0,1,1,0,0.44,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,0,0.73,0,0,3.99,0-20000,10000
1,1,0,1,0,0,0,14,0.75,0,0,20.99,0-20000,10000
0,0,1,0,0,0,0,0,0.77,0,0,33.99,0-20000,10000
0,0,1,1,1,0,0,0,0.86,0,0,10.99,0-20000,10000
0,0,1,1,1,0,0,50,0.48,0,0,3.99,0-20000,10000
0,0,0,1,1,0,0,75,0.76,114,114,24.99,50000-100000,75000
0,0,0,1,0,0,0,0,0.92,0,0,6.99,0-20000,10000
0,0,0,1,0,0,0,0,0.5,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,6.99,0-20000,10000
0,0,1,1,1,0,0,0,0.95,834,834,3.99,100000-200000,150000
0,0,0,1,0,0,0,0,0.42,0,0,2.09,0-20000,10000
0,0,1,1,1,0,0,29,0.94,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.6,0,0,2.89,0-20000,10000
0,0,1,1,0,0,0,0,0.95,0,0,10.29,0-20000,10000
0,0,0,1,0,0,0,0,0.73,0,0,6.99,0-20000,10000
0,0,1,1,1,0,0,20,0.58,0,0,154.99,0-20000,10000
0,0,0,1,0,0,0,0,0.97,0,0,22.99,0-20000,10000
0,0,1,0,0,0,0,0,0.79,240,243,0.79,100000-200000,150000
0,0,0,1,0,0,0,50,0.99,0,0,9.99,0-20000,10000
0,0,0,1,0,0,0,0,0.44,0,0,2.79,0-20000,10000
0,0,1,1,0,0,0,0,0.31,0,0,3.99,0-20000,10000
1,1,0,1,0,0,0,62,0.71,1201,1509,34.99,500000-1000000,750000
0,0,0,1,0,0,0,11,0.01,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,7,0.95,30,36,0.0,200000-500000,350000
0,1,1,1,0,0,1,43,0.58,378,473,0.0,200000-500000,350000
0,0,0,1,0,0,0,22,0.64,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.78,0,0,3.99,0-20000,10000
0,0,0,0,0,0,0,13,0.33,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,34,0.78,0,0,2.09,0-20000,10000
0,0,1,1,1,0,0,27,0.77,0,0,6.99,0-20000,10000
0,0,0,1,0,0,0,27,0.98,0,0,39.99,0-20000,10000
1,1,0,1,0,0,0,0,0.46,0,0,0.0,20000-50000,35000
0,0,0,1,0,0,0,10,0.41,0,0,10.99,0-20000,10000
0,0,0,1,0,0,0,0,0.88,0,0,8.99,0-20000,10000
0,0,1,1,0,0,0,34,0.78,0,0,7.19,0-20000,10000
0,0,1,1,0,0,0,38,0.75,0,0,15.99,0-20000,10000
0,1,1,1,1,0,0,47,0.79,826,748,14.99,500000-1000000,750000
0,0,0,1,0,0,0,7,0.71,0,0,1.59,0-20000,10000
0,0,1,1,0,0,0,27,0.99,0,0,2.89,0-20000,10000
0,0,0,1,0,0,0,0,0.88,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,56,0.67,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,2.79,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,6.19,0-20000,10000
0,0,0,1,0,0,0,0,0.31,0,0,4.79,0-20000,10000
0,0,0,1,0,0,0,13,0.84,0,0,5.79,0-20000,10000
0,0,1,1,0,0,1,45,0.5,0,0,15.49,20000-50000,35000
0,0,1,1,0,0,0,5,0.14,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,6,0.82,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,13,0.76,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,10,0.6,0,0,4.99,0-20000,10000
0,0,0,1,0,0,0,50,0.31,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,17,0.75,0,0,6.99,0-20000,10000
0,0,0,1,0,0,0,0,0.73,0,0,5.59,0-20000,10000
0,0,0,1,0,0,0,0,0.72,33,33,5.19,0-20000,10000
0,0,0,1,0,0,0,0,0.98,0,0,29.99,0-20000,10000
0,0,0,1,0,0,0,0,0.14,0,0,6.99,0-20000,10000
0,0,1,1,1,0,0,32,0.74,0,0,19.99,0-20000,10000
0,0,0,1,0,0,0,0,0.5,0,0,5.59,0-20000,10000
0,0,0,1,0,0,0,20,0.58,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,15,0.57,0,0,3.99,0-20000,10000
0,0,1,1,0,0,0,0,0.25,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,59,0.63,0,0,11.39,0-20000,10000
0,0,0,1,0,0,0,24,0.77,0,0,14.99,0-20000,10000
0,0,0,1,0,0,0,18,0.99,0,0,2.79,0-20000,10000
0,0,1,0,0,0,0,0,0.55,0,0,3.99,20000-50000,35000
