known_developer,known_publisher,multi_player,single_player,co-op,mmo,in_app_purchases,achievements,positive_ratings,average_playtime,median_playtime,price,owners,owners
0,0,1,0,0,0,0,32,0.22,487,487,9.99,20000-50000,35000
0,0,0,1,0,0,0,20,0.65,121,121,3.99,50000-100000,75000
0,0,0,1,0,0,0,27,0.78,57,77,14.99,200000-500000,350000
0,0,0,1,0,0,0,15,0.56,0,0,6.99,20000-50000,35000
0,0,0,1,0,0,0,24,0.83,0,0,6.99,20000-50000,35000
1,1,1,1,0,0,0,45,0.62,250,267,39.99,500000-1000000,750000
0,0,0,1,0,0,0,11,0.68,199,229,14.99,1000000-2000000,1500000
0,0,0,1,0,0,0,93,0.61,130,130,3.99,100000-200000,150000
0,1,0,1,0,0,0,12,0.48,24,24,11.99,200000-500000,350000
0,0,0,1,1,0,0,0,0.5,0,0,10.99,20000-50000,35000
0,0,0,1,0,0,0,16,0.89,21,23,6.99,100000-200000,150000
0,0,0,1,0,0,0,0,0.87,93,128,11.39,500000-1000000,750000
0,0,0,1,0,0,0,111,0.62,0,0,1.59,0-20000,10000
0,0,0,1,0,0,0,10,0.92,170,170,6.99,50000-100000,75000
0,0,0,1,0,0,0,14,0.71,135,210,2.89,200000-500000,350000
0,0,0,1,0,0,0,0,0.91,0,0,14.99,0-20000,10000
1,1,1,1,1,0,0,50,0.9,293,203,11.39,2000000-5000000,3500000
0,1,0,1,0,0,0,16,0.91,33,33,8.59,20000-50000,35000
0,0,1,1,0,0,0,29,0.92,316,592,6.99,100000-200000,150000
0,0,0,1,0,0,0,2,0.84,630,674,29.99,500000-1000000,750000
0,0,0,1,0,0,0,0,0.81,47,47,7.19,50000-100000,75000
0,1,0,1,0,0,0,50,0.46,43,24,9.99,1000000-2000000,1500000
0,0,0,1,0,0,0,17,0.93,58,96,6.99,50000-100000,75000
0,0,0,1,0,0,0,150,0.86,300,390,6.99,200000-500000,350000
0,0,0,1,1,0,0,29,0.59,0,0,6.99,50000-100000,75000
0,0,0,1,0,0,0,26,0.89,0,0,10.99,50000-100000,75000
0,0,0,1,0,0,0,10,0.83,134,180,4.99,200000-500000,350000
0,1,0,1,0,0,0,31,0.8,307,415,9.99,500000-1000000,750000
0,0,0,1,0,0,0,13,0.87,69,83,3.99,200000-500000,350000
0,0,1,1,0,0,1,0,0.59,81,42,0.0,2000000-5000000,3500000
0,1,1,1,1,0,0,30,0.52,152,283,3.99,100000-200000,150000
0,1,0,1,0,0,0,0,0.92,230,325,4.99,500000-1000000,750000
0,1,0,1,0,0,0,0,0.94,1584,1584,4.99,200000-500000,350000
0,1,0,1,0,0,0,0,0.8,0,0,4.99,50000-100000,75000
0,0,0,1,0,0,0,11,0.77,239,239,3.99,20000-50000,35000
1,1,1,1,1,0,0,51,0.91,3556,2055,11.99,2000000-5000000,3500000
0,0,1,1,1,0,0,0,0.82,0,0,6.99,20000-50000,35000
0,0,1,1,0,0,0,0,0.57,1350,1350,14.99,0-20000,10000
0,0,0,1,0,0,0,92,0.73,361,361,5.59,200000-500000,350000
0,0,0,1,0,0,0,12,0.79,98,99,6.99,100000-200000,150000
0,0,0,1,0,0,0,38,0.92,219,219,6.99,50000-100000,75000
0,1,1,0,1,1,0,213,0.76,4623,113,0.0,2000000-5000000,3500000
0,0,0,1,0,0,0,20,0.75,268,268,4.99,20000-50000,35000
0,0,1,1,1,1,0,0,0.71,408,249,0.0,1000000-2000000,1500000
0,0,1,0,0,1,0,0,0.73,48,48,0.0,500000-1000000,750000
1,1,0,0,0,1,0,0,0.81,892,300,0.0,2000000-5000000,3500000
1,1,1,1,1,0,0,0,0.65,229,325,12.49,200000-500000,350000
0,0,0,1,0,0,0,0,0.96,1111,633,6.99,2000000-5000000,3500000
0,0,0,1,1,0,0,33,0.52,290,357,4.79,50000-100000,75000
0,0,0,1,0,0,0,100,0.64,0,0,9.99,20000-50000,35000
1,1,0,1,0,0,0,0,0.89,34,39,0.0,1000000-2000000,1500000
1,0,0,1,0,0,0,0,0.87,0,0,1.69,200000-500000,350000
0,0,0,1,0,0,0,0,0.88,988,1031,14.99,200000-500000,350000
0,0,0,1,0,0,0,0,0.53,0,0,10.99,0-20000,10000
0,0,0,1,0,0,0,0,0.6,0,0,0.0,0-20000,10000
1,1,1,1,0,0,0,15,0.84,805,1188,5.99,500000-1000000,750000
0,1,0,1,0,0,0,29,0.86,30,49,0.0,500000-1000000,750000
1,1,0,1,0,0,0,50,0.98,1045,628,25.99,2000000-5000000,3500000
0,1,1,1,1,0,0,38,0.82,1149,1600,6.99,500000-1000000,750000
0,0,0,1,0,0,0,7,0.49,0,0,6.99,0-20000,10000
0,0,0,1,0,0,0,33,0.62,0,0,15.49,0-20000,10000
1,1,0,1,0,0,0,0,0.51,22,32,6.99,200000-500000,350000
1,1,0,1,0,0,0,0,0.88,39,59,4.79,500000-1000000,750000
0,1,0,1,0,0,0,0,0.66,408,408,12.49,200000-500000,350000
1,1,0,1,0,0,0,19,0.9,217,193,6.99,500000-1000000,750000
0,0,1,1,1,0,0,35,0.73,239,248,5.59,200000-500000,350000
0,0,1,0,0,0,0,27,0.74,139,39,0.0,2000000-5000000,3500000
1,1,0,1,0,0,0,50,0.93,563,720,29.99,1000000-2000000,1500000
1,1,0,1,0,0,0,14,0.79,128,155,4.99,200000-500000,350000
0,0,0,1,0,0,0,20,0.77,71,71,5.59,50000-100000,75000
0,0,0,1,0,0,0,50,0.86,159,226,5.59,100000-200000,150000
0,0,0,1,0,0,0,0,0.85,222,222,5.59,50000-100000,75000
0,0,1,1,1,0,0,68,0.62,0,0,15.49,50000-100000,75000
0,0,0,1,0,0,0,0,0.6,0,0,3.99,100000-200000,150000
1,0,0,1,0,0,0,82,0.95,0,0,11.99,100000-200000,150000
0,0,0,1,0,0,0,60,0.94,245,317,9.99,500000-1000000,750000
0,0,0,1,0,0,0,53,0.84,315,479,2.99,200000-500000,350000
0,0,1,1,1,0,0,35,0.87,254,462,6.99,200000-500000,350000
0,1,1,1,1,0,0,107,0.77,189,174,17.99,500000-1000000,750000
0,0,1,1,0,0,0,16,0.47,0,0,7.19,100000-200000,150000
1,1,1,1,0,0,0,188,0.7,5760,1287,29.99,2000000-5000000,3500000
0,0,0,1,0,0,0,14,0.84,85,143,6.49,200000-500000,350000
0,0,1,0,0,1,0,146,0.77,2258,1086,0.0,1000000-2000000,1500000
0,1,0,1,0,0,0,0,0.91,62,62,17.99,200000-500000,350000
1,1,1,0,1,1,0,0,0.68,645,408,0.0,1000000-2000000,1500000
0,0,1,1,1,0,0,36,0.5,0,0,29.99,0-20000,10000
0,0,1,0,0,0,0,69,0.77,423,470,5.59,200000-500000,350000
0,0,1,1,1,0,0,29,0.79,92,151,3.99,200000-500000,350000
0,0,1,1,1,0,0,95,0.82,572,720,10.99,500000-1000000,750000
0,0,1,1,1,0,0,0,0.48,5,5,6.99,50000-100000,75000
0,1,0,1,0,0,0,49,0.68,654,654,6.99,100000-200000,150000
0,0,0,1,0,0,0,12,0.67,21,21,1.99,200000-500000,350000
0,1,0,1,1,0,0,19,0.75,156,190,10.99,200000-500000,350000
0,0,0,1,0,0,0,59,0.84,0,0,6.99,100000-200000,150000
0,0,0,1,0,0,0,30,0.54,58,58,3.99,20000-50000,35000
0,0,1,1,0,0,0,0,0.3,273,284,4.99,200000-500000,350000
0,0,1,1,1,1,1,0,0.74,194,283,0.0,500000-1000000,750000
0,0,1,0,0,0,0,20,0.4,1,1,0.0,200000-500000,350000
0,1,0,1,0,0,0,0,0.72,526,420,4.99,200000-500000,350000
0,0,0,1,0,0,0,26,0.94,458,458,6.99,20000-50000,35000
0,0,0,1,0,0,0,25,0.8,35,35,3.99,100000-200000,150000
0,0,1,1,0,0,0,30,0.23,0,0,10.99,20000-50000,35000
0,1,1,1,1,1,0,0,0.68,71,106,0.0,1000000-2000000,1500000
0,1,0,1,0,0,0,0,0.64,0,0,7.99,20000-50000,35000
0,0,1,1,1,0,0,35,0.9,0,0,15.49,20000-50000,35000
0,0,0,1,0,0,0,18,0.93,9,9,3.99,50000-100000,75000
0,0,1,1,0,0,0,0,0.88,0,0,4.99,0-20000,10000
0,1,1,1,0,0,0,22,0.8,342,342,11.99,200000-500000,350000
0,1,0,1,0,0,0,45,0.72,143,74,10.99,200000-500000,350000
0,0,0,1,0,0,0,0,0.82,0,0,6.99,0-20000,10000
0,0,0,1,0,0,0,0,0.89,0,0,6.99,0-20000,10000
0,0,1,1,0,0,0,80,0.68,280,343,10.99,200000-500000,350000
1,1,1,1,1,0,0,0,0.94,246,470,10.99,500000-1000000,750000
0,0,0,1,0,0,0,12,0.7,0,0,2.89,20000-50000,35000
0,0,1,1,1,0,0,51,0.87,0,0,6.99,20000-50000,35000
0,1,0,1,0,0,0,35,0.64,269,269,7.99,200000-500000,350000
1,1,0,0,0,1,0,0,0.69,148,135,0.0,500000-1000000,750000
1,1,0,1,0,0,0,22,0.72,0,0,6.99,100000-200000,150000
0,1,1,1,0,0,0,49,0.7,317,355,14.99,200000-500000,350000
0,0,0,1,0,0,0,0,0.86,0,0,3.99,50000-100000,75000
1,1,0,1,0,0,0,0,0.52,0,0,14.99,20000-50000,35000
1,1,0,1,0,0,0,26,0.92,57,90,10.99,500000-1000000,750000
0,0,1,1,0,0,0,0,0.81,8368,8368,14.99,100000-200000,150000
1,1,1,0,0,1,0,0,0.82,1051,150,0.0,5000000-10000000,7500000
0,0,0,1,0,0,0,30,0.96,899,1365,10.99,200000-500000,350000
1,1,1,1,1,0,0,21,0.72,299,303,6.99,500000-1000000,750000
0,0,1,1,1,0,1,1130,0.85,3975,890,7.49,10000000-20000000,15000000
0,0,0,1,0,0,0,58,0.81,172,190,6.99,500000-1000000,750000
0,0,0,1,0,0,0,12,0.79,0,0,4.99,50000-100000,75000
0,1,0,1,0,0,0,25,0.92,630,390,14.99,1000000-2000000,1500000
0,0,0,1,0,0,0,0,0.71,0,0,9.99,20000-50000,35000
0,0,0,1,0,0,0,12,0.85,61,65,6.99,500000-1000000,750000
0,0,1,1,1,0,0,26,0.7,348,403,14.99,200000-500000,350000
0,0,0,1,0,0,0,0,0.44,0,0,3.99,0-20000,10000
1,1,0,1,0,0,0,35,0.97,380,237,6.99,2000000-5000000,3500000
0,0,0,1,0,0,0,67,0.9,84,84,7.19,50000-100000,75000
0,0,0,1,0,0,0,35,0.83,8,8,7.19,50000-100000,75000
0,1,1,0,0,0,0,42,0.74,95245,190489,0.0,200000-500000,350000
0,0,1,0,0,0,0,49,0.83,675,293,18.99,5000000-10000000,7500000
0,0,0,1,0,0,0,0,0.74,36,48,6.99,200000-500000,350000
0,0,1,0,0,0,0,10,0.64,29,29,0.0,200000-500000,350000
1,1,0,1,0,0,0,0,0.53,13,13,4.79,500000-1000000,750000
1,0,0,1,0,0,0,0,0.82,2511,70,14.99,500000-1000000,750000
0,0,1,1,1,0,0,64,0.83,384,378,0.0,200000-500000,350000
0,0,0,1,0,0,0,0,0.95,176,181,14.99,1000000-2000000,1500000
1,1,0,1,0,0,0,29,0.91,170,268,15.99,200000-500000,350000
1,1,0,1,0,0,0,13,0.88,9,16,5.59,200000-500000,350000
0,0,1,1,1,0,0,178,0.91,3651,1539,19.99,1000000-2000000,1500000
0,0,0,1,0,0,0,0,0.88,303,327,5.99,200000-500000,350000
0,1,1,1,0,0,0,0,0.77,501,508,16.99,200000-500000,350000
0,0,0,1,0,0,0,0,0.91,9223,351,29.99,2000000-5000000,3500000
1,1,1,1,1,0,0,0,0.89,836,794,16.99,2000000-5000000,3500000
1,1,1,1,1,0,0,16,0.91,705,1357,11.39,500000-1000000,750000
0,0,0,1,0,0,0,0,0.83,0,0,15.49,0-20000,10000
1,1,0,1,0,0,0,58,0.94,533,558,23.99,1000000-2000000,1500000
0,0,0,1,0,0,0,19,0.82,663,694,2.09,100000-200000,150000
0,0,0,1,0,0,0,0,0.43,0,0,22.99,100000-200000,150000
0,0,0,0,0,0,0,0,0.94,405,465,52.99,500000-1000000,750000
1,1,0,1,0,0,0,34,0.92,227,418,15.99,200000-500000,350000
0,0,0,1,0,0,0,35,0.95,72,81,5.99,500000-1000000,750000
0,0,0,1,0,0,0,103,0.84,338,233,6.99,200000-500000,350000
0,0,0,1,0,0,0,0,0.84,136,166,2.99,200000-500000,350000
0,0,0,1,0,0,0,27,0.64,140,140,3.99,100000-200000,150000
0,0,0,1,0,0,0,0,0.25,2365,4713,9.99,100000-200000,150000
1,1,1,1,1,0,0,70,0.79,1602,1245,19.99,1000000-2000000,1500000
1,1,1,0,0,0,0,0,0.61,7235,2798,33.99,2000000-5000000,3500000
0,0,0,1,0,0,0,20,0.91,0,0,10.99,100000-200000,150000
0,0,0,1,0,0,0,0,0.93,177,246,6.99,500000-1000000,750000
0,1,1,1,0,0,0,294,0.95,1569,619,14.99,5000000-10000000,7500000
0,1,1,1,1,0,0,65,0.82,3601,3601,10.99,100000-200000,150000
1,1,0,1,0,0,0,6,0.97,140,130,1.99,1000000-2000000,1500000
0,1,0,1,0,0,1,47,0.91,6704,7089,25.99,500000-1000000,750000
1,1,0,1,0,0,0,27,0.87,217,217,9.99,200000-500000,350000
0,1,0,1,0,0,0,34,0.84,0,0,17.99,100000-200000,150000
0,0,0,1,0,0,0,10,0.92,170,132,9.99,2000000-5000000,3500000
0,0,0,1,0,0,0,23,0.73,186,247,5.59,100000-200000,150000
0,0,0,1,0,0,0,15,0.7,0,0,1.99,0-20000,10000
1,1,1,1,0,0,0,12,0.84,0,0,10.99,100000-200000,150000
1,1,1,1,0,0,0,12,0.92,0,0,10.99,100000-200000,150000
1,1,0,1,1,0,0,50,0.84,683,764,23.99,500000-1000000,750000
0,0,0,1,0,0,0,0,0.49,0,0,0.0,20000-50000,35000
0,0,0,0,0,1,0,0,0.62,43,43,0.0,200000-500000,350000
0,0,0,1,0,0,0,29,0.77,144,286,12.39,50000-100000,75000
0,0,0,1,0,0,0,123,0.8,1293,195,6.99,500000-1000000,750000
1,1,1,1,0,0,0,0,0.89,1069,1254,14.99,500000-1000000,750000
1,1,1,0,1,0,0,100,0.91,712,245,6.99,2000000-5000000,3500000
1,1,1,1,0,0,0,46,0.89,451,451,14.99,500000-1000000,750000
0,0,0,1,0,0,0,30,0.87,117,85,1.99,200000-500000,350000
0,0,0,1,0,0,0,26,0.87,0,0,6.99,20000-50000,35000
0,1,0,1,1,0,0,74,0.56,408,484,24.99,500000-1000000,750000
0,0,1,1,0,0,0,25,0.79,177,217,10.99,500000-1000000,750000
0,0,0,1,0,0,0,0,0.91,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,71,0.76,0,0,10.99,20000-50000,35000
0,0,1,0,0,1,0,34,0.7,269,269,3.99,20000-50000,35000
0,0,1,1,1,0,0,12,0.34,0,0,3.99,50000-100000,75000
0,0,0,1,0,0,0,27,0.77,0,0,11.99,20000-50000,35000
0,0,0,1,0,0,0,89,0.95,257,172,6.99,1000000-2000000,1500000
0,0,1,1,0,0,0,0,0.41,0,0,6.99,20000-50000,35000
0,0,0,1,0,0,0,27,0.77,171,171,11.99,100000-200000,150000
0,0,0,1,1,0,0,0,0.86,3830,74,0.0,2000000-5000000,3500000
0,0,0,1,0,0,0,19,0.86,76,99,7.49,100000-200000,150000
0,0,1,1,0,0,0,0,0.77,2343,3454,0.0,2000000-5000000,3500000
0,0,0,1,0,0,0,17,0.89,124,124,9.99,100000-200000,150000
0,0,0,1,0,0,0,0,0.88,880,880,18.99,200000-500000,350000
0,0,0,1,0,0,0,6,0.75,0,0,0.0,100000-200000,150000
0,1,0,1,0,0,0,20,0.79,0,0,6.99,20000-50000,35000
0,0,1,0,1,0,0,107,0.89,2661,180,0.0,5000000-10000000,7500000
1,1,0,1,0,0,0,0,0.88,522,81,4.99,200000-500000,350000
0,1,0,1,0,0,0,22,0.91,91,91,8.49,200000-500000,350000
0,0,0,1,0,0,0,32,0.93,174,250,11.99,500000-1000000,750000
0,0,0,1,0,0,0,0,0.78,261,261,10.99,200000-500000,350000
1,1,1,0,1,1,0,0,0.77,953,324,0.0,2000000-5000000,3500000
0,0,0,1,0,0,0,0,0.33,0,0,6.99,0-20000,10000
0,0,0,1,0,0,0,46,0.45,470,470,22.99,20000-50000,35000
0,0,0,1,0,0,0,12,0.92,144,198,6.99,1000000-2000000,1500000
0,0,0,1,0,0,0,46,0.96,564,943,4.99,100000-200000,150000
1,1,0,1,0,0,0,0,0.32,76,76,5.99,200000-500000,350000
1,1,0,1,0,0,0,30,0.58,414,420,14.99,200000-500000,350000
1,1,0,1,0,0,0,0,0.73,77,128,4.99,200000-500000,350000
1,1,0,1,0,0,0,0,0.73,50,93,4.99,200000-500000,350000
1,1,0,1,0,0,0,0,0.82,25,29,4.99,500000-1000000,750000
1,1,0,1,0,0,0,0,0.87,20,20,4.99,500000-1000000,750000
1,1,0,1,0,0,0,0,0.75,10,10,4.99,500000-1000000,750000
1,1,0,1,0,0,0,0,0.57,1995,1995,4.99,500000-1000000,750000
0,1,0,1,0,0,0,12,0.95,128,155,10.99,1000000-2000000,1500000
0,1,0,1,0,0,0,20,0.92,124,152,6.99,200000-500000,350000
1,1,1,1,0,0,0,59,0.93,461,308,10.99,2000000-5000000,3500000
0,0,1,1,1,0,0,25,0.85,319,390,10.99,200000-500000,350000
1,1,0,1,0,0,0,0,0.88,3,3,4.99,500000-1000000,750000
1,1,0,1,0,0,0,0,0.83,34,34,4.99,500000-1000000,750000
0,1,0,1,0,0,0,31,0.49,75,75,6.99,100000-200000,150000
1,1,1,1,1,0,0,51,0.56,157,207,14.99,500000-1000000,750000
1,1,0,1,0,0,0,66,0.73,2086,438,11.99,2000000-5000000,3500000
0,0,1,0,0,0,1,26,0.67,413,370,0.0,200000-500000,350000
0,1,0,1,0,0,0,0,0.7,69,100,10.99,500000-1000000,750000
0,0,1,0,1,0,0,0,0.91,407,56,0.0,2000000-5000000,3500000
0,0,1,1,1,0,0,32,0.73,0,0,6.99,50000-100000,75000
0,0,0,1,0,0,0,0,0.62,0,0,3.99,200000-500000,350000
1,1,0,1,0,0,0,60,0.59,0,0,10.99,50000-100000,75000
0,1,1,1,1,0,0,49,0.78,1508,1508,19.99,100000-200000,150000
0,0,0,1,0,0,0,35,0.91,0,0,11.99,100000-200000,150000
0,1,1,1,0,0,0,50,0.61,155,155,19.99,200000-500000,350000
0,0,0,1,0,0,0,14,0.77,180,207,6.99,200000-500000,350000
0,1,1,1,0,0,0,50,0.49,0,0,7.99,20000-50000,35000
0,0,0,1,0,0,0,12,0.94,1642,1642,15.49,0-20000,10000
0,1,1,1,1,0,0,74,0.8,984,861,22.99,500000-1000000,750000
1,1,1,1,1,0,0,98,0.76,199,264,23.79,500000-1000000,750000
0,0,1,1,1,0,0,1,0.69,142,142,10.99,50000-100000,75000
0,0,0,1,0,0,0,29,0.97,234,394,6.99,100000-200000,150000
0,0,0,1,0,0,0,53,0.6,0,0,10.99,50000-100000,75000
0,0,0,1,0,0,0,10,0.94,158,158,10.99,200000-500000,350000
1,1,0,1,1,0,0,26,0.88,365,450,10.99,200000-500000,350000
0,0,0,1,0,0,0,0,0.21,33,33,14.99,100000-200000,150000
0,0,0,1,0,0,0,17,0.89,229,229,6.99,200000-500000,350000
0,0,0,1,0,0,0,33,0.88,203,305,0.0,200000-500000,350000
1,1,0,1,0,0,0,67,0.97,4942,1413,14.99,5000000-10000000,7500000
0,0,0,1,0,0,0,12,0.77,0,0,6.99,50000-100000,75000
0,0,1,1,1,0,0,43,0.66,289,381,5.59,100000-200000,150000
0,0,0,1,0,0,0,14,0.89,333,414,3.99,100000-200000,150000
1,0,0,1,0,0,0,12,0.9,147,147,9.99,100000-200000,150000
1,1,1,1,0,0,0,0,0.69,0,0,14.99,50000-100000,75000
0,1,1,1,1,0,0,39,0.89,27,34,7.99,100000-200000,150000
0,0,1,1,1,0,0,14,0.73,105,105,7.19,20000-50000,35000
0,0,1,1,1,0,0,12,0.54,272,272,18.99,200000-500000,350000
0,0,0,1,0,0,0,0,0.58,0,0,6.99,0-20000,10000
0,0,0,1,0,0,0,0,0.41,16,16,6.99,20000-50000,35000
0,0,1,0,1,1,1,0,0.66,1752,76,0.0,10000000-20000000,15000000
1,1,1,1,0,0,0,0,0.9,1475,465,0.0,500000-1000000,750000
1,1,0,1,0,0,0,54,0.72,1610,2874,19.49,200000-500000,350000
1,1,1,1,1,0,0,129,0.86,569,703,14.99,500000-1000000,750000
1,1,0,1,0,0,0,50,0.83,276,238,22.99,500000-1000000,750000
0,0,1,1,1,0,0,210,0.49,0,0,0.0,100000-200000,150000
0,1,0,1,0,0,0,40,0.93,15,28,10.99,100000-200000,150000
0,1,1,1,0,0,0,0,0.78,778,1135,38.99,500000-1000000,750000
0,0,1,1,0,0,0,59,0.7,440,440,5.59,100000-200000,150000
1,1,1,1,0,0,0,0,0.8,3793,5675,16.99,100000-200000,150000
0,0,1,1,0,0,0,27,0.9,329,411,7.19,100000-200000,150000
0,1,1,1,1,0,0,24,0.81,0,0,11.99,100000-200000,150000
0,1,0,1,0,0,0,17,0.64,200,204,1.99,50000-100000,75000
0,0,0,1,0,0,0,0,0.58,0,0,14.99,0-20000,10000
0,0,0,1,0,0,0,29,0.59,58,58,5.99,50000-100000,75000
0,0,1,1,0,0,0,0,0.45,0,0,6.99,20000-50000,35000
0,1,1,1,1,0,0,14,0.68,267,444,9.99,100000-200000,150000
1,1,1,0,0,0,0,0,0.87,507,507,16.99,50000-100000,75000
0,0,0,1,0,0,0,20,0.84,0,0,9.99,0-20000,10000
0,0,1,1,0,0,0,0,0.6,0,0,14.99,50000-100000,75000
0,0,0,1,0,0,0,22,0.88,126,139,1.99,200000-500000,350000
0,0,0,1,0,0,0,109,0.82,297,297,11.39,100000-200000,150000
0,0,0,1,0,0,0,6,0.71,0,0,6.99,100000-200000,150000
0,0,1,1,0,0,0,141,0.84,471,581,22.99,200000-500000,350000
0,0,1,1,1,0,0,33,0.95,494,494,10.99,100000-200000,150000
0,0,0,1,0,0,0,0,0.94,120,150,19.49,200000-500000,350000
0,0,0,1,0,0,0,41,0.36,0,0,0.0,50000-100000,75000
1,1,1,1,1,0,1,187,0.92,5845,394,0.0,20000000-50000000,35000000
0,0,0,1,0,0,0,32,0.48,0,0,10.99,20000-50000,35000
0,0,0,1,0,0,0,64,0.81,583,875,10.99,200000-500000,350000
0,0,0,1,0,0,0,0,0.36,0,0,3.99,0-20000,10000
1,1,0,1,0,0,0,17,0.91,96,112,16.99,200000-500000,350000
0,0,0,1,0,0,0,16,0.5,184,184,6.99,50000-100000,75000
0,0,0,1,0,0,0,0,0.57,62,62,4.49,200000-500000,350000
1,0,0,1,0,0,0,10,0.7,217,217,6.99,20000-50000,35000
0,0,0,1,0,0,0,15,0.78,99,101,6.99,200000-500000,350000
0,1,0,1,0,0,0,0,0.57,19,28,7.49,200000-500000,350000
0,0,0,1,0,0,0,10,0.96,129,184,11.99,500000-1000000,750000
0,0,0,1,0,0,0,0,0.83,0,0,18.99,200000-500000,350000
0,0,0,1,1,0,0,10,0.61,252,252,10.99,50000-100000,75000
0,1,1,1,1,0,0,50,0.72,0,0,17.99,100000-200000,150000
1,1,1,1,1,0,0,452,0.73,1846,277,14.99,2000000-5000000,3500000
0,0,0,1,0,0,0,13,0.34,339,339,3.99,50000-100000,75000
0,1,0,1,0,0,0,42,0.85,709,1175,7.99,200000-500000,350000
1,1,0,1,0,0,0,0,0.8,315,426,3.99,1000000-2000000,1500000
0,0,1,1,0,0,0,56,0.67,272,273,14.99,1000000-2000000,1500000
1,1,1,1,1,0,1,257,0.88,2967,957,19.99,2000000-5000000,3500000
0,0,0,1,0,0,0,10,0.77,90,129,10.99,500000-1000000,750000
0,1,0,1,0,0,0,14,0.73,346,346,11.99,200000-500000,350000
0,0,0,1,0,0,0,27,0.82,137,180,1.49,200000-500000,350000
1,1,0,1,0,0,0,45,0.83,271,271,11.39,500000-1000000,750000
1,1,1,1,1,0,0,81,0.61,259,233,24.99,500000-1000000,750000
1,1,1,1,0,0,0,0,0.84,6516,9562,8.59,500000-1000000,750000
0,1,0,1,0,0,0,13,0.5,2,2,15.99,100000-200000,150000
0,0,0,1,0,0,0,20,0.86,0,0,7.99,100000-200000,150000
0,0,0,1,0,0,0,12,0.38,0,0,11.99,20000-50000,35000
1,1,0,1,0,0,0,92,0.93,319,227,29.99,2000000-5000000,3500000
1,1,0,1,0,0,0,12,0.91,260,347,6.99,200000-500000,350000
0,1,1,1,1,0,0,32,0.84,196,196,6.99,100000-200000,150000
0,0,1,1,0,0,0,16,0.27,0,0,11.39,20000-50000,35000
0,0,0,1,0,0,0,11,0.74,0,0,3.99,100000-200000,150000
1,1,0,1,0,0,0,0,0.88,249,201,12.49,1000000-2000000,1500000
0,1,0,1,0,0,0,48,0.84,282,343,19.99,500000-1000000,750000
0,0,0,1,0,0,0,30,0.84,4,4,6.99,50000-100000,75000
0,0,0,1,0,0,0,0,0.86,217,217,4.99,100000-200000,150000
0,0,0,1,0,0,0,0,0.9,0,0,1.59,20000-50000,35000
1,1,0,1,0,0,0,18,0.93,1472,717,23.79,2000000-5000000,3500000
0,0,0,1,0,0,0,29,0.83,237,283,6.99,200000-500000,350000
0,0,0,1,0,0,0,10,0.67,82,82,0.0,20000-50000,35000
0,0,0,1,0,0,0,13,0.83,102,102,6.99,100000-200000,150000
0,0,1,1,0,0,0,31,0.94,887,1307,19.49,100000-200000,150000
1,1,0,1,0,0,0,123,0.82,266,258,6.99,1000000-2000000,1500000
0,0,0,1,0,0,0,28,0.89,203,298,3.99,200000-500000,350000
1,1,1,1,0,0,0,14,0.76,533,486,18.99,500000-1000000,750000
0,0,0,1,0,0,0,0,0.89,1756,2026,22.99,200000-500000,350000
0,0,1,1,1,0,0,57,0.93,392,342,9.99,200000-500000,350000
0,1,0,1,0,0,0,47,0.8,706,908,19.99,200000-500000,350000
0,0,0,1,0,0,0,49,0.91,1030,699,15.99,2000000-5000000,3500000
0,0,0,1,0,0,0,16,0.85,168,168,4.99,100000-200000,150000
1,1,0,1,0,0,0,0,0.79,77,112,3.99,500000-1000000,750000
1,1,0,1,0,0,0,41,0.93,101,173,26.99,50000-100000,75000
0,0,0,1,0,0,0,15,0.64,66,66,1.99,50000-100000,75000
0,0,1,1,0,0,0,0,0.69,0,0,0.0,200000-500000,350000
0,0,0,1,0,0,0,0,0.81,10,10,6.99,20000-50000,35000
0,0,0,1,0,0,0,0,0.33,0,0,6.99,50000-100000,75000
0,1,0,1,0,0,0,39,0.86,117,126,8.99,500000-1000000,750000
0,0,1,1,0,0,0,54,0.62,63,122,7.19,100000-200000,150000
0,0,1,1,0,0,0,45,0.76,232,282,23.39,1000000-2000000,1500000
1,1,0,1,0,0,0,0,0.89,278,240,10.99,1000000-2000000,1500000
1,1,1,1,0,0,0,54,0.9,1360,2404,14.99,500000-1000000,750000
0,0,0,1,0,0,0,6,0.85,128,128,6.99,100000-200000,150000
0,0,0,1,0,0,0,31,0.78,258,258,10.99,50000-100000,75000
0,0,0,1,0,0,0,20,0.76,218,262,3.99,200000-500000,350000
0,0,0,1,0,0,0,14,0.57,83,83,3.99,20000-50000,35000
0,1,0,1,0,0,0,30,0.84,324,418,11.99,500000-1000000,750000
1,1,0,1,0,0,0,27,0.88,121,143,3.99,100000-200000,150000
0,1,1,1,0,0,0,22,0.93,232,232,3.99,100000-200000,150000
0,0,1,0,1,1,0,0,0.59,28,33,0.0,500000-1000000,750000
0,0,0,1,0,0,0,134,0.76,739,739,6.99,100000-200000,150000
0,0,1,1,0,0,0,75,0.59,221,221,7.19,50000-100000,75000
0,0,1,1,0,0,0,0,0.52,19,19,0.0,200000-500000,350000
1,1,0,1,0,0,0,60,0.92,863,870,19.99,500000-1000000,750000
